"GeneLength","gene","GeneID","C.G"
1557,"TRIM39","56658",0.535003211303789
489,"RPP21","79897",0.615541922290389
324,"LOC105375012","105375012",0.558641975308642
1200,"HLA-E","3133",0.633333333333333
1824,"GNL1","2794",0.583881578947368
567,"PRR3","80742",0.582010582010582
2538,"ABCF1","23",0.535460992907801
2823,"PPP1R10","5514",0.569606801275239
777,"MRPS18B","28973",0.546975546975547
1230,"ATAT1","79969",0.561788617886179
1491,"C6orf136","221545",0.628437290409121
3126,"DHX16","8449",0.569097888675624
2046,"PPP1R18","170954",0.63049853372434
807,"NRM","11270",0.613382899628253
6333,"MDC1","9656",0.546186641402179
1395,"TUBB","203068",0.5584229390681
1284,"FLOT1","10211",0.571651090342679
471,"IER3","8870",0.67515923566879
2814,"DDR1","780",0.623667377398721
1389,"GTF2H4","2968",0.576673866090713
3282,"VARS2","57176",0.603290676416819
237,"SFTA2","389376",0.531645569620253
4182,"MUCL3","135656",0.483500717360115
978,"C6orf15","29113",0.593047034764826
1590,"CDSN","1041",0.59622641509434
459,"PSORS1C1","170679",0.540305010893246
411,"PSORS1C2","170680",0.64963503649635
2643,"CCHCR1","54535",0.603480892924707
1038,"TCF19","6941",0.624277456647399
1083,"POU5F1","5460",0.599261311172669
1101,"HLA-C","3107",0.650317892824705
1089,"HLA-B","3106",0.640955004591368
1152,"MICB","4277",0.559027777777778
360,"MCCD1","401250",0.619444444444444
1287,"DDX39B","7919",0.50971250971251
357,"ATP6V1G2","534",0.613445378151261
1146,"NFKBIL1","4795",0.650087260034904
618,"LTA","4049",0.59546925566343
702,"TNF","7124",0.612535612535613
735,"LTB","4050",0.680272108843537
315,"LST1","7940",0.584126984126984
606,"NCR3","259197",0.603960396039604
561,"AIF1","199",0.516934046345811
6474,"PRRC2A","7916",0.616929255483472
3516,"BAG6","7917",0.601251422070535
567,"APOM","55937",0.525573192239859
885,"C6orf47","57827",0.619209039548023
1071,"GPANK1","7918",0.608776844070962
648,"CSNK2B","1460",0.524691358024691
606,"LY6G5B","58496",0.542904290429043
453,"LY6G5C","80741",0.52317880794702
1677,"ABHD16A","7920",0.591532498509243
1149,"LY6G6F-LY6G6D","110599563",0.594429939077459
894,"LY6G6F","259215",0.588366890380313
402,"LY6G6D","58530",0.592039800995025
378,"LY6G6C","80740",0.579365079365079
726,"MPIG6B","80739",0.647382920110193
858,"DDAH2","23564",0.641025641025641
726,"CLIC1","1192",0.523415977961432
2508,"MSH5","4439",0.533094098883573
537,"SAPCD1","401251",0.577281191806331
2676,"VWA7","80737",0.621823617339312
3798,"VARS1","7407",0.614797261716693
288,"LSM2","57819",0.486111111111111
1926,"HSPA1L","3305",0.509865005192108
1926,"HSPA1A","3303",0.630841121495327
1926,"HSPA1B","3304",0.630321910695743
1248,"NEU1","4758",0.58573717948718
2133,"SLC44A4","80736",0.555086732301922
4188,"EHMT2","10919",0.626552053486151
1380,"ZBTB12","221527",0.633333333333333
2259,"C2","717",0.552014165559982
2295,"CFB","629",0.520261437908497
1143,"NELFE","7936",0.559055118110236
3741,"SKIV2L","6499",0.585137663726276
1191,"DXO","1797",0.588581024349286
1107,"STK19","8859",0.605239385727191
5235,"C4A","720",0.58414517669532
5235,"C4B","721",0.584527220630373
1488,"CYP21A2","1589",0.618279569892473
12735,"TNXB","7148",0.648056537102473
2112,"ATF6B","1388",0.595170454545455
1050,"FKBPL","63943",0.559047619047619
921,"PRRT1","80863",0.695982627578719
927,"PPT2","9374",0.574973031283711
882,"EGFL8","80864",0.63265306122449
864,"AGPAT1","10554",0.594907407407407
543,"RNF5","6048",0.576427255985267
1263,"AGER","177",0.602533650039588
1293,"PBX2","5089",0.593967517401392
483,"GPSM3","63940",0.648033126293996
1824,"TSBP1","10665",0.419407894736842
1449,"BTNL2","56244",0.545893719806763
765,"HLA-DRA","3122",0.508496732026144
831,"HLA-DRB5","3127",0.563176895306859
768,"HLA-DQA1","3117",0.526041666666667
810,"HLA-DQB1","3119",0.592592592592593
768,"HLA-DQA2","3118",0.520833333333333
828,"HLA-DQB2","3120",0.58695652173913
822,"HLA-DOB","3112",0.524330900243309
831,"PSMB8","5696",0.549939831528279
2247,"TAP1","6890",0.588340008900757
660,"PSMB9","5698",0.562121212121212
792,"HLA-DMB","3109",0.551767676767677
786,"HLA-DMA","3108",0.526717557251908
2511,"BRD2","6046",0.514536041417762
753,"HLA-DOA","3111",0.616201859229748
783,"HLA-DPA1","3113",0.556832694763729
777,"HLA-DPB1","3115",0.588159588159588
5211,"COL11A2","1302",0.647092688543466
1614,"RXRB","6257",0.610285006195787
1410,"SLC39A7","7922",0.559574468085106
786,"HSD17B8","7923",0.594147582697201
1221,"RING1","6015",0.61998361998362
2172,"VPS52","6293",0.53268876611418
459,"RPS18","6222",0.525054466230937
1137,"B3GALT4","8705",0.639401934916447
1833,"WDR46","9277",0.570103655210038
390,"PFDN6","10471",0.533333333333333
2403,"RGL2","5863",0.602996254681648
1515,"TAPBP","6892",0.622442244224422
1905,"ZBTB22","9278",0.614698162729659
2259,"DAXX","1616",0.558211598052236
240,"SMIM40","113523636",0.570833333333333
2022,"KIFC1","3833",0.579129574678536
1902,"PHF1","5252",0.607255520504732
540,"CUTA","51596",0.581481481481481
4035,"SYNGAP1","8831",0.595043370508055
1422,"ZBTB9","221504",0.566807313642757
636,"BAK1","578",0.592767295597484
8016,"ITPR3","3710",0.583957085828343
381,"UQCC2","84300",0.551181102362205
1233,"IP6K3","117283",0.580697485806975
1512,"LEMD2","221496",0.640873015873016
348,"MLN","4295",0.545977011494253
2739,"GRM4","2914",0.610076670317634
1329,"LOC124901225","124901225",0.746425884123401
324,"HMGA1","3159",0.611111111111111
309,"SMIM29","221491",0.58252427184466
876,"RPS10-NUDT3","100529239",0.520547945205479
519,"NUDT3","11165",0.518304431599229
498,"RPS10","6204",0.546184738955823
1335,"PACSIN1","29993",0.59250936329588
1224,"SPDEF","25803",0.636437908496732
897,"ILRUN","64771",0.517279821627648
480,"SNRPC","6631",0.547916666666667
4323,"UHRF1BP1","54887",0.517464723571594
636,"TAF11","6882",0.481132075471698
3501,"ANKS1A","23294",0.571265352756355
1512,"TCP11","6954",0.49537037037037
3030,"SCUBE3","222663",0.56963696369637
1740,"ZNF76","7629",0.582758620689655
1896,"DEF6","50619",0.615506329113924
1326,"PPARD","5467",0.580693815987934
1611,"FANCE","2178",0.602110490378647
654,"RPL10A","4736",0.513761467889908
1308,"TEAD3","7005",0.593272171253823
1629,"TULP1","7287",0.61878453038674
1374,"FKBP5","2289",0.451237263464338
1104,"ARMC12","221481",0.559782608695652
462,"CLPSL2","389383",0.569264069264069
378,"CLPSL1","340204",0.582010582010582
339,"CLPS","1208",0.569321533923304
660,"LHFPL5","222662",0.586363636363636
1968,"SRPK1","6732",0.436483739837398
2913,"SLC26A8","116369",0.4565739787161
1206,"MAPK14","1432",0.495024875621891
1098,"MAPK13","5603",0.576502732240437
3618,"BRPF3","27154",0.563571033720287
1719,"PNPLA1","285848",0.569517161140198
1959,"BNIP5","389384",0.579377233282287
1026,"ETV7","51513",0.587719298245614
420,"PXT1","222659",0.407142857142857
1260,"KCTD20","222658",0.453968253968254
1398,"STK38","11329",0.430615164520744
495,"SRSF3","6428",0.501010101010101
597,"CDKN1A","1026",0.618090452261307
3066,"RAB44","401258",0.624592302674495
2013,"CPNE5","57699",0.56929955290611
501,"PPIL1","51645",0.512974051896208
1065,"C6orf89","221477",0.494835680751174
1392,"PI16","221476",0.598419540229885
1284,"MTCH1","23787",0.578660436137072
1968,"FGD2","221472",0.615345528455285
1215,"PIM1","5292",0.631275720164609
513,"TMEM217B","121725057",0.481481481481481
690,"TMEM217","221468",0.453623188405797
1518,"TBC1D22B","55633",0.499341238471673
1458,"RNF8","9025",0.460905349794239
2508,"CMTR1","23070",0.515948963317384
294,"CCDC167","154467",0.540816326530612
2922,"MDGA1","266727",0.617043121149897
684,"ZFAND3","60685",0.533625730994152
1947,"BTBD9","114781",0.472521828454032
555,"GLO1","2739",0.443243243243243
14124,"DNAH8","1769",0.407745681110167
1392,"GLP1R","2740",0.589798850574713
552,"SAYSD1","55776",0.588768115942029
1500,"KCNK5","8645",0.590666666666667
999,"KCNK17","89822",0.624624624624625
969,"KCNK16","83795",0.576883384932921
2529,"KIF6","221458",0.454329774614472
3531,"DAAM2","23500",0.567827810818465
1911,"MOCS1","4337",0.597069597069597
2370,"LRFN2","57497",0.630801687763713
1557,"UNC5CL","222643",0.612074502247913
513,"TSPO2","222642",0.586744639376218
675,"APOBEC2","10930",0.548148148148148
459,"OARD1","221443",0.429193899782135
1044,"NFYA","4800",0.533524904214559
1113,"TREML1","340205",0.564240790655885
693,"TREM2","54209",0.603174603174603
966,"TREML2","79865",0.570393374741201
603,"TREML4","285852",0.54726368159204
753,"TREM1","54210",0.49800796812749
831,"NCR2","9436",0.557160048134777
2064,"FOXP4","116113",0.640988372093023
741,"MDFI","4188",0.657219973009447
1473,"TFEB","7942",0.621860149355058
1167,"PGC","5225",0.580119965724079
1479,"FRS3","10817",0.630831643002028
1155,"PRICKLE4","29964",0.625108225108225
225,"TOMM6","100188893",0.551111111111111
2067,"USP49","25862",0.576197387518142
639,"MED20","9477",0.550860719874804
1314,"BYSL","705",0.585235920852359
879,"CCND3","896",0.630261660978385
1017,"TAF8","129685",0.559488692232055
3567,"C6orf132","647024",0.643397813288478
384,"GUCA1ANB","114841037",0.591145833333333
606,"GUCA1A","2978",0.564356435643564
606,"LOC118142757","118142757",0.564356435643564
603,"GUCA1B","2979",0.548922056384743
636,"MRPS10","55173",0.419811320754717
3699,"TRERF1","55809",0.591511219248446
1098,"LOC124900214","124900214",0.664845173041894
5349,"UBR2","23304",0.424378388483829
1041,"PRPH2","5961",0.558117195004803
1041,"TBCC","6903",0.592699327569645
3552,"BICRAL","23506",0.502533783783784
768,"RPL7L1","285855",0.47265625
306,"C6orf226","441150",0.69281045751634
891,"PTCRA","171558",0.654320987654321
705,"CNPY3-GNMT","107080644",0.575886524822695
936,"CNPY3","10695",0.567307692307692
888,"GNMT","27232",0.593468468468468
2943,"PEX6","5190",0.623173632347944
1809,"PPP2R5D","5528",0.537866224433389
567,"MEA1","4201",0.574955908289242
1149,"KLHDC3","116138",0.541340295909487
780,"RRP36","88745",0.534615384615385
5232,"CUL7","9820",0.589067278287462
918,"MRPL2","51069",0.581699346405229
1914,"KLC4","89953",0.587774294670846
3237,"PTK7","5754",0.602100710534445
1527,"SRF","6722",0.650949574328749
7701,"CUL9","23113",0.582391897156214
525,"DNPH1","10591",0.672380952380952
4230,"TTBK1","84630",0.656501182033097
1833,"SLC22A7","10864",0.607746863066012
615,"CRIP3","401262",0.577235772357724
6840,"ZNF318","24149",0.495906432748538
723,"LOC124901227","124901227",0.686030428769018
4572,"ABCC10","89845",0.611548556430446
1431,"DLK2","65989",0.646401118099231
1674,"TJAP1","93643",0.612305854241338
951,"LRRC73","221424",0.638275499474238
1053,"YIPF3","25844",0.573599240265907
1041,"POLR1C","9533",0.516810758885687
3615,"XPO5","57510",0.47551867219917
2142,"POLH","5429",0.479458450046685
1809,"GTPBP2","54676",0.579325594250967
921,"MAD2L1BP","9587",0.550488599348534
921,"RSPH9","221421",0.568946796959826
813,"MRPS18A","55168",0.584255842558426
1239,"VEGFA","7422",0.625504439063761
597,"MRPL14","64928",0.522613065326633
2526,"TMEM63B","55362",0.566112430720507
2235,"CAPN11","11131",0.539149888143177
255,"MYMX","101929726",0.662745098039216
1611,"SLC29A1","2030",0.557417752948479
2175,"HSP90AB1","3326",0.475402298850575
1299,"SLC35B2","347734",0.58044649730562
1086,"NFKBIE","4794",0.627992633517495
1701,"TMEM151B","441151",0.703115814226925
1506,"TCTE1","202500",0.586985391766268
2958,"AARS2","57505",0.616970926301555
903,"SPATS1","221409",0.477297895902547
2409,"CDC5L","988",0.428808634288086
993,"SUPT3H","8464",0.423967774420947
1566,"RUNX2","860",0.5727969348659
1233,"CLIC5","53405",0.504460665044607
1362,"ENPP4","22875",0.384728340675477
1434,"ENPP5","59084",0.403068340306834
732,"RCAN2","10231",0.506830601092896
1416,"CYP39A1","51302",0.389830508474576
972,"SLC25A27","9481",0.461934156378601
6291,"TDRD6","221400",0.435065967254808
1326,"PLA2G7","7941",0.401206636500754
591,"ANKRD66","100287718",0.509306260575296
2325,"MEP1A","4224",0.485591397849462
4161,"ADGRF5","221395",0.460466234078347
2733,"ADGRF1","266977",0.448957189901207
1968,"TNFRSF21","27242",0.55640243902439
1920,"CD2AP","23607",0.403645833333333
2127,"ADGRF2","222611",0.461212976022567
2088,"ADGRF4","221393",0.440134099616858
1227,"OPN5","221391",0.485737571312143
2715,"PTCHD4","442213",0.494290976058932
2253,"MMUT","4594",0.426986240568131
807,"CENPQ","55166",0.368029739776952
867,"GLYATL3","389396",0.491349480968858
735,"C6orf141","135398",0.642176870748299
1230,"RHAG","6005",0.466666666666667
837,"CRISP2","7180",0.421744324970131
831,"CRISP3","10321",0.430806257521059
1254,"PGK2","5232",0.4688995215311
750,"CRISP1","167",0.42
210,"DEFB114","245928",0.376190476190476
249,"DEFB113","245927",0.385542168674699
204,"DEFB110","245913",0.367647058823529
285,"DEFB112","245915",0.421052631578947
1359,"TFAP2D","83741",0.52906548933039
1548,"TFAP2B","7021",0.571705426356589
12225,"PKHD1","5314",0.482126789366053
468,"IL17A","3605",0.544871794871795
492,"IL17F","112744",0.534552845528455
2502,"MCM3","4172",0.527178257394085
1065,"PAQR8","85315",0.577464788732394
1923,"EFHC1","114327",0.440977639105564
1113,"TRAM2","9697",0.518418688230009
300,"TMEM14A","28978",0.45
669,"GSTA2","2939",0.449925261584454
678,"GSTA1","2938",0.476401179941003
669,"GSTA5","221357",0.458893871449925
669,"GSTA3","2940",0.461883408071749
669,"GSTA4","2941",0.443946188340807
1920,"CILK1","22858",0.4796875
1344,"FBXO9","26268",0.441964285714286
1311,"GCM1","8521",0.494279176201373
981,"ELOVL5","60481",0.472986748216106
1914,"GCLC","2729",0.44932079414838
1905,"KLHL31","401265",0.511811023622047
1575,"LRRC1","55227",0.456507936507937
2988,"MLIP","90523",0.485274431057564
1431,"TINAG","27283",0.433962264150943
3036,"FAM83B","222584",0.401515151515151
1386,"HCRTR2","3062",0.489177489177489
1185,"GFRAL","389400",0.408438818565401
1113,"HMGCLL1","54511",0.452830188679245
1365,"BMP5","653",0.443956043956044
2874,"COL21A1","81578",0.467640918580376
23457,"DST","667",0.415867331713348
840,"BEND6","221336",0.40952380952381
2364,"KIAA1586","57691",0.325719120135364
3186,"ZNF451","26036",0.398932831136221
636,"BAG2","9532",0.45440251572327
714,"RAB23","51715",0.394957983193277
1530,"PRIM2","5558",0.413071895424837
1101,"KHDRBS2","202559",0.474114441416894
327,"FKBP1C","642489",0.532110091743119
1773,"LGSN","51557",0.430908065425832
783,"LOC124901228","124901228",0.722860791826309
555,"PTP4A1","7803",0.412612612612613
6147,"PHF3","23469",0.39905645030096
9498,"EYS","346007",0.40061065487471
2418,"LOC441155","441155",0.463192721257237
4569,"ADGRB3","577",0.436419347778507
1623,"LMBRD1","55788",0.378927911275416
3504,"COL19A1","1310",0.519691780821918
2796,"COL9A1","1297",0.560085836909871
4626,"FAM135A","57579",0.376567228707307
336,"SDHAF4","135154",0.5
1404,"SMAP1","60682",0.479344729344729
1005,"B3GAT2","135152",0.623880597014925
828,"LOC124901229","124901229",0.699275362318841
1359,"OGFRL1","79627",0.46504782928624
5079,"RIMS1","22999",0.508761567237645
2856,"KCNQ5","56479",0.507703081232493
387,"KHDC1L","100129128",0.565891472868217
714,"KHDC1","80759",0.525210084033613
351,"DPPA5","340168",0.575498575498576
654,"KHDC3L","154288",0.600917431192661
450,"OOEP","441161",0.577777777777778
1962,"DDX43","55510",0.422018348623853
1569,"CGAS","115004",0.502230720203952
2199,"MTO1","25821",0.475670759436107
1389,"EEF1A1","1915",0.481641468682505
1602,"SLC17A5","26503",0.436953807740325
4338,"CD109","135228",0.40617796219456
9357,"COL12A1","1303",0.471091161697125
348,"COX7A2","1347",0.497126436781609
1086,"TMEM30A","55754",0.41804788213628
3651,"FILIP1","27145",0.443166255820323
3339,"SENP6","26054",0.373165618448637
3885,"MYO6","4646",0.410810810810811
2394,"IMPG1","3617",0.454469507101086
1173,"HTR1B","3351",0.565217391304348
1038,"LOC105377864","105377864",0.165703275529865
1158,"MEI4","101928601",0.393782383419689
840,"IRAK1BP1","134728",0.478571428571429
5466,"PHIP","55023",0.417306988657153
393,"HMGN3","9324",0.465648854961832
2094,"LCA5","167691",0.391595033428844
498,"SH3BGRL2","83699",0.520080321285141
945,"ELOVL4","6785",0.417989417989418
429,"LOC124901350","124901350",0.727272727272727
2574,"TTK","7272",0.369075369075369
1179,"BCKDHB","594",0.481764206955047
1329,"TENT5A","55603",0.534988713318284
4062,"IBTK","25998",0.392909896602659
1263,"TPBG","7162",0.615993665874901
1407,"UBE3D","90025",0.465529495380242
7458,"DOP1A","23033",0.416331456154465
1713,"PGM3","5238",0.437244600116754
879,"RWDD2A","112611",0.425483503981798
1719,"ME1","4199",0.433391506689936
1242,"PRSS35","167681",0.486312399355878
2724,"SNAP91","9892",0.497797356828194
450,"RIPPLY2","134701",0.506666666666667
1566,"CYB5R4","51167",0.39463601532567
1464,"RIPPLY2-CYB5R4","123956252",0.379098360655738
792,"MRAP2","112609",0.477272727272727
4212,"CEP162","22832",0.374406457739791
1824,"TBX18","9096",0.568530701754386
1725,"NT5E","4907",0.478840579710145
2904,"SNX14","57231",0.386707988980716
1872,"SYNCRIP","10492",0.433760683760684
1098,"HTR1E","3354",0.508196721311475
177,"LOC124901354","124901354",0.440677966101695
444,"CGA","1081",0.484234234234234
681,"LOC124901355","124901355",0.697503671071953
8172,"ZNF292","23036",0.386930983847283
672,"GJB7","375519",0.425595238095238
294,"SMIM8","57150",0.428571428571429
990,"C6orf163","206412",0.411111111111111
1869,"CFAP206","154313",0.404494382022472
1014,"SLC35A1","10559",0.41025641025641
1767,"RARS2","57038",0.418222976796831
2139,"ORC3","23595",0.40065451145395
612,"AKIRIN2","55122",0.513071895424837
885,"SPACA1","81833",0.465536723163842
1419,"CNR1","1268",0.538407329105004
1794,"RNGTT","8732",0.420289855072464
984,"PNRC1","10957",0.576219512195122
786,"SRSF12","135295",0.451653944020356
1311,"PM20D2","135293",0.526315789473684
1440,"GABRR1","2569",0.5125
1398,"GABRR2","2570",0.513590844062947
957,"UBE2J1","51465",0.456635318704284
1203,"RRAGD","58528",0.452202826267664
2259,"ANKRD6","22881",0.524125719344843
267,"LYRM2","57226",0.419475655430712
16791,"MDN1","23195",0.482103507831576
1632,"GJA10","84694",0.466911764705882
2526,"BACH2","60468",0.565716547901821
1821,"MAP3K7","6885",0.453047775947282
333,"LOC124901495","124901495",0.612612612612613
2997,"EPHA7","2045",0.442776109442776
1389,"MANEA","79694",0.38300935925126
1080,"FUT9","10690",0.405555555555556
2385,"UFL1","23376",0.406708595387841
855,"FHL5","9457",0.44327485380117
1260,"GPR63","81491",0.456349206349206
528,"NDUFAF4","29078",0.409090909090909
1863,"KLHL32","114792",0.494363929146538
3786,"MMS22L","253714",0.398837823560486
1332,"POU3F2","5454",0.686936936936937
1866,"FBXL4","26235",0.429260450160772
1230,"FAXC","84553",0.489430894308943
1233,"COQ3","51805",0.454987834549878
2445,"PNISR","25957",0.437627811860941
2445,"USP45","85015",0.387321063394683
294,"TSTD3","100130890",0.340136054421769
852,"CCNC","892",0.380281690140845
2124,"PRDM13","59336",0.685499058380414
1023,"MCHR2","84539",0.440860215053763
2301,"SIM1","6492",0.538896132116471
6624,"ASCC3","10973",0.403834541062802
2727,"GRIK2","2898",0.439310597726439
2730,"HACE1","57531",0.418681318681319
810,"LIN28B","389421",0.498765432098765
1083,"BVES","11149",0.415512465373961
876,"POPDC3","64208",0.430365296803653
2133,"PREP","5550",0.47022972339428
2520,"PRDM1","639",0.537698412698413
828,"ATG5","9474",0.390096618357488
6474,"CRYBG1","202",0.501853568118628
1191,"RTN4IP1","84816",0.44080604534005
1587,"QRSL1","55278",0.430371770636421
390,"CD24","100133941",0.617948717948718
813,"MTRES1","51250",0.397293972939729
2487,"BEND3","57673",0.61318858061922
1398,"PDSS2","57107",0.472818311874106
2775,"SOBP","55084",0.61045045045045
1404,"SCML4","256380",0.589031339031339
2283,"SEC63","11231",0.409110819097678
1041,"OSTM1","28962",0.498559077809798
1269,"NR2E1","7101",0.541371158392435
489,"SNX3","8724",0.47239263803681
1446,"AFG1L","246269",0.44536652835408
2022,"FOXO3","2309",0.609297725024728
2604,"ARMC2","84071",0.439324116743472
939,"LOC124901373","124901373",0.454739084132055
333,"LOC124901481","124901481",0.48948948948949
1656,"SESN1","27244",0.415458937198068
1434,"CEP57L1","285753",0.377266387726639
594,"CD164","8763",0.496632996632997
1014,"PPIL6","285755",0.427021696252465
1272,"SMPD2","6610",0.568396226415094
3261,"MICAL1","64780",0.607175712971481
2094,"ZBTB24","9841",0.476599808978032
5967,"AK9","221264",0.3883023294788
2724,"FIG4","9896",0.433553597650514
1134,"GPR6","2830",0.661375661375661
1680,"WASF1","8936",0.467261904761905
1740,"CDC40","51362",0.420689655172414
1101,"METTL24","728464",0.569482288828338
1026,"DDO","8528",0.53411306042885
1734,"SLC22A16","85413",0.482698961937716
1509,"CDK19","23097",0.48442677269715
1005,"AMD1","262",0.427860696517413
642,"GTF3C6","112495",0.422118380062305
921,"RPF2","84154",0.375678610206298
1548,"SLC16A10","117247",0.509043927648579
1557,"MFSD4B","91749",0.430314707771355
9474,"REV3L","5980",0.397192315811695
1725,"TRAF3IP2","10758",0.529275362318841
1614,"FYN","2534",0.497521685254027
1065,"CCN6","8838",0.454460093896714
1428,"TUBE1","51175",0.426470588235294
243,"FAM229B","619208",0.497942386831276
5472,"LAMA4","3910",0.471491228070175
792,"RFPL4B","442247",0.502525252525252
999,"MARCKS","4082",0.744744744744745
1467,"HDAC2","3066",0.393319700068166
1041,"HS3ST5","222537",0.46685878962536
1518,"FRK","2444",0.440711462450593
1368,"NT5DC1","221294",0.429093567251462
2043,"COL10A1","1300",0.562408223201175
1245,"TSPYL4","23270",0.57429718875502
1314,"TSPYL1","7259",0.579908675799087
2934,"DSE","29940",0.474437627811861
1014,"CALHM6","441168",0.584812623274162
546,"TRAPPC3L","100128327",0.421245421245421
930,"CALHM5","254228",0.479569892473118
945,"CALHM4","221301",0.463492063492064
732,"RWDD1","51389",0.385245901639344
2151,"RSPH4A","345895",0.454207345420735
1737,"ZUP1","221302",0.380541162924583
1680,"KPNA5","3841",0.391071428571429
489,"FAM162B","221303",0.582822085889571
2781,"GPRC6A","222545",0.411722402013664
2787,"RFX6","222546",0.46681019016864
957,"VGLL2","245806",0.675026123301985
7074,"ROS1","6098",0.423522759400622
2148,"DCBLD1","285761",0.529795158286778
1389,"GOPC","57120",0.470842332613391
882,"NUS1","116150",0.538548752834467
1227,"SLC35F1","222553",0.52159739201304
2427,"CEP85L","387119",0.407498969921714
159,"PLN","5350",0.39622641509434
3432,"MCM9","254394",0.467948717948718
615,"ASF1A","25842",0.411382113821138
3423,"FAM184A","79632",0.41075080338884
2211,"MAN1A1","4121",0.536408864767074
3960,"TBC1D32","221322",0.377525252525253
1149,"GJA1","2697",0.489120974760661
1611,"HSF2","3298",0.407200496585971
1362,"SERINC1","57515",0.415565345080764
258,"PKIB","5570",0.468992248062016
501,"FABP7","2173",0.427145708582834
1362,"SMPDL3A","10924",0.415565345080764
984,"CLVS2","134829",0.482723577235772
2190,"TRDN","10345",0.389041095890411
627,"NKAIN2","154215",0.446570972886762
1704,"RNF217","154214",0.573356807511737
630,"TPD52L1","7164",0.487301587301587
615,"HDDC2","51020",0.494308943089431
1014,"HEY2","23493",0.571992110453649
2829,"NCOA7","135112",0.434429126899965
549,"HINT3","135114",0.489981785063752
1392,"TRMT11","60487",0.40948275862069
312,"CENPW","387103",0.490384615384615
819,"RSPO3","84870",0.424908424908425
1080,"RNF146","81847",0.45462962962963
924,"ECHDC1","55862",0.41017316017316
2085,"KIAA0408","9729",0.429256594724221
2844,"SOGA3","387104",0.618495077355837
993,"C6orf58","352999",0.411883182275932
2043,"THEMIS","387357",0.438081253059227
4389,"PTPRK","5796",0.459102301207564
9369,"LAMA2","3908",0.467285729533568
1992,"ARHGAP18","93663",0.440261044176707
387,"TMEM244","253582",0.403100775193798
2448,"L3MBTL3","84456",0.445261437908497
1635,"SAMD3","154075",0.417125382262997
1476,"TMEM200A","114801",0.453929539295393
324,"SMLR1","100507203",0.530864197530864
3174,"EPB41L2","2037",0.47763074984247
1152,"AKAP7","9465",0.480034722222222
993,"ARG1","383",0.465256797583082
4125,"MED23","9439",0.43030303030303
2628,"ENPP3","5169",0.428462709284627
933,"OR2A4","79541",0.501607717041801
2334,"CTAGE9","643854",0.417737789203085
2778,"ENPP1","5167",0.441684665226782
1050,"CCN2","1490",0.618095238095238
1842,"MOXD1","26002",0.482084690553746
786,"STX7","8417",0.440203562340967
1047,"TAAR9","134860",0.420248328557784
1029,"TAAR8","83551",0.412050534499514
1038,"TAAR6","319100",0.445086705202312
1014,"TAAR5","9038",0.528599605522682
1056,"TAAR2","9287",0.387310606060606
1020,"TAAR1","134864",0.377450980392157
1542,"VNN1","8876",0.444228274967575
1563,"VNN2","8875",0.429942418426104
1371,"SLC18B1","116843",0.444201312910284
399,"RPS12","6206",0.466165413533835
1146,"LOC124901231","124901231",0.634380453752182
1965,"EYA4","2070",0.446819338422392
540,"TCF21","6943",0.612962962962963
561,"TBPL1","9519",0.370766488413547
1854,"SLC2A12","154091",0.471413160733549
1581,"SGK1","6446",0.483870967741935
1464,"ALDH8A1","64577",0.53620218579235
2055,"HBS1L","10767",0.42287104622871
2286,"MYB","4602",0.47331583552056
3591,"AHI1","54806",0.392648287385129
1353,"PDE7B","27115",0.485587583148559
1158,"MTFR2","113115",0.403281519861831
2763,"BCLAF1","9774",0.424900470503076
2340,"MAP7","9053",0.531196581196581
4455,"MAP3K5","4217",0.482379349046016
972,"PEX7","5191",0.495884773662551
1251,"SLC35D3","340146",0.645883293365308
1665,"IL20RA","53832",0.487087087087087
792,"IL22RA2","116379",0.433080808080808
1470,"IFNGR1","3459",0.408843537414966
819,"OLIG3","167826",0.647130647130647
2418,"TNFAIP3","7128",0.520678246484698
582,"PERP","64065",0.587628865979381
6534,"ARFGEF3","57221",0.555555555555556
408,"PBOV1","59351",0.377450980392157
459,"SMIM28","110806279",0.638344226579521
651,"HEBP2","23593",0.491551459293395
5106,"NHSL1","57224",0.578730904817861
930,"LOC124900217","124900217",0.766666666666667
555,"CCDC28A","25901",0.436036036036036
2841,"ECT2L","345930",0.428018303414291
2391,"REPS1","85021",0.457549142618151
519,"ABRACL","58527",0.500963391136802
1632,"HECA","51696",0.622549019607843
2055,"TXLNB","167838",0.506082725060827
828,"CITED2","10370",0.635265700483092
489,"LOC124901415","124901415",0.437627811860941
1173,"NMBR","4829",0.500426257459506
618,"GJE1","100126572",0.355987055016181
924,"VTA1","51534",0.443722943722944
3756,"ADGRG6","57211",0.415601703940362
7341,"HIVEP2","3097",0.491894837215638
858,"AIG1","51390",0.501165501165501
693,"ADAT2","134637",0.468975468975469
1122,"PEX3","8504",0.407308377896613
1404,"FUCA2","2519",0.482905982905983
1938,"PHACTR2","9749",0.491228070175439
1428,"LTV1","84946",0.412464985994398
669,"ZC2HC1B","153918",0.455904334828102
1392,"PLAGL1","5325",0.559626436781609
261,"SF3B5","83443",0.574712643678161
942,"STX11","8676",0.613588110403397
609,"LOC124901418","124901418",0.614121510673235
10302,"UTRN","7402",0.448165404775772
996,"EPM2A","7957",0.583333333333333
2346,"FBXO30","84085",0.433503836317136
5325,"SHPRH","257218",0.420281690140845
