GeneId	shNC-1	shNC-2	shMIB1-1	shMIB1-2
ENSG00000283751	0	0	0	0
ENSG00000283752	0	0	0	0
ENSG00000283755	0	0	0	0
ENSG00000283757	0	0	0	0
ENSG00000283758	0	0	0	0
ENSG00000283759	0	0	0	0
ENSG00000283761	9	18	77	15
ENSG00000283762	0	0	0	0
ENSG00000283764	0	0	0	0
ENSG00000283765	57	25	167	20
ENSG00000283766	0	0	0	0
ENSG00000283768	0	0	0	0
ENSG00000283769	0	0	0	0
ENSG00000283770	0	0	0	0
ENSG00000283772	0	0	0	0
ENSG00000283773	2	1	0	0
ENSG00000283774	0	0	0	0
ENSG00000283775	0	0	0	0
ENSG00000283776	0	0	0	0
ENSG00000283782	7	35	0	9
ENSG00000283783	0	0	0	0
ENSG00000283785	0	0	0	0
ENSG00000283787	0	0	0	0
ENSG00000283788	0	0	0	0
ENSG00000283789	0	0	0	0
ENSG00000283791	0	0	0	0
ENSG00000283792	0	0	0	0
ENSG00000283793	0	0	0	0
ENSG00000283795	0	0	0	0
ENSG00000283796	0	0	0	0
ENSG00000283797	0	0	0	0
ENSG00000283798	0	0	0	0
ENSG00000283799	0	0	0	0
ENSG00000283801	0	0	0	0
ENSG00000283803	0	0	0	0
ENSG00000283805	0	0	0	0
ENSG00000283809	0	0	0	0
ENSG00000283813	0	0	0	0
ENSG00000283815	0	0	0	0
ENSG00000283818	0	0	0	0
ENSG00000283819	0	0	0	0
ENSG00000283821	0	0	0	0
ENSG00000283822	0	0	0	0
ENSG00000283824	0	0	0	0
ENSG00000283828	8	4	1	6
ENSG00000283829	0	0	0	0
ENSG00000283836	0	0	0	0
ENSG00000283839	0	0	2	0
ENSG00000283840	0	0	0	0
ENSG00000283842	0	0	0	0
ENSG00000283844	0	0	0	0
ENSG00000283845	0	0	0	0
ENSG00000283848	0	0	0	0
ENSG00000283849	0	0	0	1
ENSG00000283853	0	0	0	0
ENSG00000283856	0	0	0	0
ENSG00000283857	0	0	0	0
ENSG00000283858	0	0	0	0
ENSG00000283863	0	0	0	0
ENSG00000283865	0	0	0	0
ENSG00000283867	0	1	1	0
ENSG00000283871	0	0	0	0
ENSG00000283873	0	0	0	0
ENSG00000283874	0	0	0	0
ENSG00000283876	0	0	0	0
ENSG00000283877	0	0	0	0
ENSG00000283879	0	0	0	0
ENSG00000283880	0	0	0	0
ENSG00000283881	0	0	0	0
ENSG00000283885	0	0	0	0
ENSG00000283886	0	0	0	0
ENSG00000283888	0	0	0	0
ENSG00000283891	0	0	0	0
ENSG00000283894	0	0	0	0
ENSG00000283897	0	0	0	0
ENSG00000283899	0	0	0	0
ENSG00000283900	0	0	0	0
ENSG00000283904	0	0	0	0
ENSG00000283906	0	0	0	0
ENSG00000283907	0	0	0	0
ENSG00000283913	2	0	1	3
ENSG00000283914	0	0	0	0
ENSG00000283920	0	0	0	0
ENSG00000283921	0	0	0	0
ENSG00000283923	0	0	0	0
ENSG00000283926	0	0	0	0
ENSG00000283927	0	0	0	0
ENSG00000283928	0	0	0	0
ENSG00000283929	0	0	0	0
ENSG00000283930	10	23	24	13
ENSG00000283931	0	0	0	0
ENSG00000283933	0	0	0	0
ENSG00000283935	0	0	0	0
ENSG00000283936	0	0	0	0
ENSG00000283938	0	0	0	0
ENSG00000283940	0	0	0	0
ENSG00000283941	0	0	0	0
ENSG00000283944	0	0	0	0
ENSG00000283945	0	0	0	0
ENSG00000283948	0	0	0	0
ENSG00000283950	0	0	0	0
ENSG00000283952	0	0	0	0
ENSG00000283956	0	0	0	0
ENSG00000283958	0	0	0	0
ENSG00000283959	9	9	2	8
ENSG00000283967	0	0	0	0
ENSG00000283969	0	0	0	0
ENSG00000283971	0	0	0	0
ENSG00000283972	0	0	0	0
ENSG00000283973	0	0	0	0
ENSG00000283977	0	0	2	0
ENSG00000283978	0	0	0	0
ENSG00000283980	0	0	0	0
ENSG00000283982	0	0	0	0
ENSG00000283988	0	0	0	0
ENSG00000283990	0	0	0	0
ENSG00000283991	0	0	0	0
ENSG00000283992	1	2	0	1
ENSG00000283994	0	0	0	0
ENSG00000283998	0	0	0	0
ENSG00000283999	0	0	0	0
ENSG00000284000	0	0	0	0
ENSG00000284003	0	0	0	0
ENSG00000284005	0	0	0	0
ENSG00000284008	0	0	0	0
ENSG00000284010	0	0	0	0
ENSG00000284011	0	0	0	0
ENSG00000284012	0	0	0	0
ENSG00000284015	0	0	0	0
ENSG00000284018	0	0	0	0
ENSG00000284020	0	0	0	0
ENSG00000284024	479	538	417	333
ENSG00000284027	0	0	0	0
ENSG00000284028	0	0	0	0
ENSG00000284029	0	0	0	0
ENSG00000284031	0	0	0	0
ENSG00000284032	0	0	0	0
ENSG00000284034	0	0	0	0
ENSG00000284035	0	0	0	0
ENSG00000284038	0	0	0	0
ENSG00000284040	0	0	0	0
ENSG00000284042	0	0	0	0
ENSG00000284043	0	0	0	0
ENSG00000284047	0	0	0	0
ENSG00000284048	0	0	0	0
ENSG00000284049	0	0	0	0
ENSG00000284052	3	12	11	10
ENSG00000284054	0	0	0	0
ENSG00000284055	0	0	0	0
ENSG00000284057	0	51	35	41
ENSG00000284059	0	0	0	0
ENSG00000284060	0	0	2	0
ENSG00000284062	0	0	0	0
ENSG00000284064	0	0	0	0
ENSG00000284065	0	0	0	0
ENSG00000284067	0	0	0	0
ENSG00000284070	0	0	0	0
ENSG00000284071	0	0	0	0
ENSG00000284074	0	0	0	0
ENSG00000284078	0	0	0	0
ENSG00000284079	0	0	0	0
ENSG00000284081	0	0	0	0
ENSG00000284082	0	0	0	0
ENSG00000284084	0	0	0	0
ENSG00000284085	0	0	0	0
ENSG00000284087	0	0	0	0
ENSG00000284092	0	0	0	0
ENSG00000284094	0	0	0	0
ENSG00000284095	0	0	0	0
ENSG00000284098	0	0	0	0
ENSG00000284107	0	0	0	0
ENSG00000284108	0	0	0	0
ENSG00000284112	0	0	0	0
ENSG00000284114	0	0	0	0
ENSG00000284116	6	3	6	2
ENSG00000284117	0	0	0	0
ENSG00000284118	0	0	0	0
ENSG00000284121	0	0	0	0
ENSG00000284122	0	0	0	0
ENSG00000284125	0	0	0	0
ENSG00000284128	0	1	0	1
ENSG00000284129	0	0	0	0
ENSG00000284130	0	0	0	0
ENSG00000284134	0	0	0	0
ENSG00000284135	0	0	0	0
ENSG00000284138	0	0	0	0
ENSG00000284139	0	0	0	0
ENSG00000284140	0	0	0	0
ENSG00000284142	0	0	0	0
ENSG00000284143	0	0	0	0
ENSG00000284144	0	0	0	0
ENSG00000284146	0	0	0	0
ENSG00000284147	0	0	0	0
ENSG00000284148	0	0	0	0
ENSG00000284149	0	0	0	0
ENSG00000284152	0	0	0	0
ENSG00000284154	0	0	0	0
ENSG00000284155	0	0	0	0
ENSG00000284157	0	0	0	0
ENSG00000284158	0	0	0	0
ENSG00000284159	0	0	0	0
ENSG00000284160	0	0	0	0
ENSG00000284162	0	0	0	0
ENSG00000284163	0	0	0	0
ENSG00000284167	0	0	0	0
ENSG00000284171	0	0	0	0
ENSG00000284172	0	0	0	0
ENSG00000284173	0	0	0	0
ENSG00000284175	0	0	0	0
ENSG00000284176	0	0	0	0
ENSG00000284179	0	0	0	0
ENSG00000284180	0	0	0	0
ENSG00000284182	0	0	0	0
ENSG00000284184	0	0	0	0
ENSG00000284185	0	0	0	0
ENSG00000284186	0	0	0	0
ENSG00000284188	0	0	0	0
ENSG00000284190	0	0	0	0
ENSG00000284191	0	0	0	0
ENSG00000284193	0	0	0	0
ENSG00000284194	387	401	398	348
ENSG00000284195	0	0	0	0
ENSG00000284196	0	0	0	0
ENSG00000284197	0	0	0	0
ENSG00000284200	0	0	0	0
ENSG00000284202	0	0	0	0
ENSG00000284203	0	0	0	0
ENSG00000284204	0	0	0	0
ENSG00000284209	0	0	0	0
ENSG00000284214	0	0	0	0
ENSG00000284216	0	0	0	0
ENSG00000284219	0	0	0	0
ENSG00000284221	0	0	0	0
ENSG00000284224	0	0	0	0
ENSG00000284229	0	0	0	0
ENSG00000284231	0	0	0	0
ENSG00000284233	0	0	0	0
ENSG00000284234	0	0	0	0
ENSG00000284237	0	1	0	0
ENSG00000284239	0	0	0	0
ENSG00000284240	0	0	0	0
ENSG00000284242	0	0	0	0
ENSG00000284246	0	0	0	0
ENSG00000284247	0	0	0	0
ENSG00000284250	0	0	0	0
ENSG00000284251	0	0	0	0
ENSG00000284252	0	0	0	0
ENSG00000284253	0	0	0	0
ENSG00000284256	0	0	0	0
ENSG00000284258	0	0	0	0
ENSG00000284259	0	0	0	0
ENSG00000284261	0	0	0	0
ENSG00000284263	0	0	0	0
ENSG00000284265	0	0	0	0
ENSG00000284266	0	0	0	0
ENSG00000284268	0	0	0	0
ENSG00000284269	0	0	0	0
ENSG00000284272	0	0	0	0
ENSG00000284276	0	0	0	0
ENSG00000284277	0	0	0	0
ENSG00000284280	0	0	0	0
ENSG00000284283	0	0	0	0
ENSG00000284284	0	0	0	0
ENSG00000284286	0	0	0	0
ENSG00000284288	0	0	0	0
ENSG00000284289	0	0	0	0
ENSG00000284291	0	0	0	0
ENSG00000284292	10	24	25	40
ENSG00000284293	0	0	0	0
ENSG00000284294	0	0	0	0
ENSG00000284299	1	3	1	1
ENSG00000284300	0	0	0	0
ENSG00000284305	0	0	0	0
ENSG00000284306	0	0	0	0
ENSG00000284308	41	65	41	42
ENSG00000284309	0	0	0	0
ENSG00000284310	0	0	0	0
ENSG00000284311	0	0	0	0
ENSG00000284317	0	0	0	0
ENSG00000284321	0	0	0	0
ENSG00000284324	0	0	0	0
ENSG00000284325	0	0	0	0
ENSG00000284327	0	0	0	0
ENSG00000284328	0	0	0	0
ENSG00000284329	0	0	0	0
ENSG00000284331	0	0	0	0
ENSG00000284332	0	0	0	0
ENSG00000284334	0	0	0	0
ENSG00000284336	0	0	0	0
ENSG00000284337	0	0	0	0
ENSG00000284341	0	0	0	0
ENSG00000284343	0	0	0	0
ENSG00000284344	0	0	0	0
ENSG00000284346	0	0	0	0
ENSG00000284351	0	0	0	0
ENSG00000284353	0	0	0	0
ENSG00000284356	0	0	0	0
ENSG00000284357	0	0	0	0
ENSG00000284360	0	0	0	0
ENSG00000284361	0	0	0	0
ENSG00000284362	0	0	0	0
ENSG00000284363	0	0	0	0
ENSG00000284364	0	0	0	0
ENSG00000284368	0	0	0	0
ENSG00000284370	0	0	0	0
ENSG00000284372	0	0	0	0
ENSG00000284373	0	0	0	0
ENSG00000284375	0	0	0	0
ENSG00000284376	0	0	0	0
ENSG00000284377	0	0	0	0
ENSG00000284378	0	0	0	0
ENSG00000284380	0	0	0	0
ENSG00000284385	0	0	0	0
ENSG00000284386	0	0	0	0
ENSG00000284387	0	0	0	0
ENSG00000284388	0	0	0	0
ENSG00000284391	0	0	1	0
ENSG00000284393	0	0	0	0
ENSG00000284394	0	0	0	0
ENSG00000284395	0	0	0	0
ENSG00000284399	0	0	0	0
ENSG00000284402	0	0	0	0
ENSG00000284407	0	0	0	0
ENSG00000284410	0	0	0	0
ENSG00000284411	0	0	0	0
ENSG00000284412	0	0	0	0
ENSG00000284415	0	0	0	0
ENSG00000284416	0	0	0	0
ENSG00000284418	0	0	0	0
ENSG00000284419	0	0	0	0
ENSG00000284421	0	0	0	0
ENSG00000284424	0	0	0	0
ENSG00000284425	0	0	0	0
ENSG00000284427	0	0	0	0
ENSG00000284428	4	7	5	9
ENSG00000284430	0	0	0	0
ENSG00000284431	49	14	58	30
ENSG00000284433	0	0	0	0
ENSG00000284435	0	0	0	0
ENSG00000284436	0	0	0	0
ENSG00000284438	0	0	0	0
ENSG00000284439	0	0	0	0
ENSG00000284440	0	0	0	0
ENSG00000284442	0	0	0	0
ENSG00000284443	0	0	0	0
ENSG00000284446	0	0	0	0
ENSG00000284447	0	0	0	0
ENSG00000284448	0	0	0	0
ENSG00000284450	0	0	0	0
ENSG00000284452	0	0	0	0
ENSG00000284453	0	0	0	0
ENSG00000284458	0	0	0	0
ENSG00000284459	0	0	0	0
ENSG00000284461	3	14	6	3
ENSG00000284463	0	0	0	0
ENSG00000284464	0	0	0	0
ENSG00000284465	0	0	0	0
ENSG00000284469	0	0	0	0
ENSG00000284471	0	1	0	0
ENSG00000284473	0	0	0	0
ENSG00000284474	0	0	0	0
ENSG00000284479	0	0	0	0
ENSG00000284481	0	0	0	0
ENSG00000284482	0	0	0	0
ENSG00000284484	0	0	0	0
ENSG00000284485	0	0	0	0
ENSG00000284488	0	0	0	0
ENSG00000284489	0	0	0	0
ENSG00000284490	0	0	0	0
ENSG00000284491	15	63	7	54
ENSG00000284498	0	0	0	0
ENSG00000284499	0	0	0	0
ENSG00000284500	0	0	0	0
ENSG00000284503	0	0	0	0
ENSG00000284505	2	0	4	1
ENSG00000284508	0	0	0	0
ENSG00000284512	0	1	2	0
ENSG00000284513	0	0	0	0
ENSG00000284516	0	0	0	0
ENSG00000284517	0	0	0	0
ENSG00000284518	0	0	0	0
ENSG00000284519	0	0	0	0
ENSG00000284520	0	0	0	0
ENSG00000284522	0	0	0	0
ENSG00000284523	1	0	1	1
ENSG00000284525	0	0	0	0
ENSG00000284526	6	12	14	20
ENSG00000284532	0	0	0	0
ENSG00000284534	0	0	0	0
ENSG00000284535	0	0	0	0
ENSG00000284536	0	0	0	0
ENSG00000284538	0	0	0	0
ENSG00000284540	0	0	0	0
ENSG00000284541	0	0	0	0
ENSG00000284542	0	0	0	0
ENSG00000284543	0	0	0	0
ENSG00000284544	0	0	0	0
ENSG00000284546	0	0	0	0
ENSG00000284547	0	0	0	0
ENSG00000284550	0	0	0	0
ENSG00000284553	0	0	0	0
ENSG00000284554	9	0	7	5
ENSG00000284557	0	0	0	0
ENSG00000284558	0	0	0	0
ENSG00000284561	0	0	0	0
ENSG00000284564	0	0	0	0
ENSG00000284565	0	0	0	0
ENSG00000284567	0	0	0	0
ENSG00000284568	0	0	0	0
ENSG00000284570	0	0	0	0
ENSG00000284572	0	0	0	0
ENSG00000284574	0	0	0	0
ENSG00000284575	0	0	0	0
ENSG00000284583	0	0	0	0
ENSG00000284584	0	0	0	0
ENSG00000284585	0	0	0	0
ENSG00000284586	0	0	0	0
ENSG00000284587	0	0	0	0
ENSG00000284591	0	0	0	0
ENSG00000284592	0	0	0	0
ENSG00000284594	0	0	0	0
ENSG00000284595	0	0	0	0
ENSG00000284596	0	0	0	0
ENSG00000284600	0	0	0	0
ENSG00000284601	0	0	0	0
ENSG00000284602	9	5	16	1
ENSG00000284603	0	0	0	0
ENSG00000284604	0	0	0	0
ENSG00000284605	0	0	0	0
ENSG00000284606	24	18	27	18
ENSG00000284607	0	0	0	0
ENSG00000284608	0	0	0	0
ENSG00000284609	0	0	0	0
ENSG00000284610	14	27	15	27
ENSG00000284611	0	0	0	0
ENSG00000284612	0	0	0	0
ENSG00000284613	0	1	0	0
ENSG00000284614	0	0	0	0
ENSG00000284615	0	0	0	0
ENSG00000284616	0	0	0	0
ENSG00000284617	1	0	2	1
ENSG00000284618	0	0	1	0
ENSG00000284619	0	0	0	0
ENSG00000284620	1	1	0	0
ENSG00000284621	0	0	0	0
ENSG00000284622	0	0	0	0
ENSG00000284623	0	0	0	0
ENSG00000284624	6	6	6	5
ENSG00000284625	0	1	0	0
ENSG00000284626	10	14	14	8
ENSG00000284627	2	0	0	1
ENSG00000284628	0	0	0	0
ENSG00000284629	0	0	0	0
ENSG00000284630	0	0	0	0
ENSG00000284631	0	0	0	0
ENSG00000284632	0	0	0	0
ENSG00000284633	3	0	2	3
ENSG00000284634	8	11	15	13
ENSG00000284635	0	0	0	0
ENSG00000284636	2	0	1	0
ENSG00000284637	0	0	0	0
ENSG00000284638	0	0	0	0
ENSG00000284639	0	0	0	0
ENSG00000284640	0	0	1	1
ENSG00000284641	0	0	0	0
ENSG00000284642	3	5	5	4
ENSG00000284643	0	0	0	0
ENSG00000284644	6	3	3	3
ENSG00000284645	0	0	0	0
ENSG00000284646	0	0	0	0
ENSG00000284648	0	0	2	1
ENSG00000284649	1	0	0	0
ENSG00000284650	0	0	0	0
ENSG00000284651	0	0	0	0
ENSG00000284652	0	0	0	0
ENSG00000284653	0	0	0	0
ENSG00000284654	0	0	0	0
ENSG00000284655	0	0	0	0
ENSG00000284656	0	0	0	0
ENSG00000284657	0	1	3	0
ENSG00000284658	0	0	0	0
ENSG00000284659	0	0	0	0
ENSG00000284660	1	1	0	2
ENSG00000284661	3	2	3	4
ENSG00000284662	0	0	0	0
ENSG00000284663	0	0	0	0
ENSG00000284664	0	1	0	1
ENSG00000284665	0	0	0	0
ENSG00000284666	0	0	0	0
ENSG00000284667	0	0	0	0
ENSG00000284668	0	0	0	0
ENSG00000284669	0	1	0	0
ENSG00000284670	0	0	0	0
ENSG00000284671	0	0	0	2
ENSG00000284672	0	0	0	0
ENSG00000284673	0	0	0	0
ENSG00000284674	0	0	0	0
ENSG00000284675	0	0	0	0
ENSG00000284676	0	0	0	0
ENSG00000284677	0	0	0	0
ENSG00000284678	0	0	0	0
ENSG00000284679	0	0	0	0
ENSG00000284680	0	0	0	0
ENSG00000284682	0	0	0	0
ENSG00000284684	0	0	0	0
ENSG00000284685	0	0	0	0
ENSG00000284686	0	0	0	0
ENSG00000284687	0	0	2	0
ENSG00000284688	0	0	0	0
ENSG00000284689	0	0	0	0
ENSG00000284690	1	0	0	1
ENSG00000284691	22	29	24	25
ENSG00000284692	0	0	0	0
ENSG00000284693	9	5	8	11
ENSG00000284694	0	0	0	0
ENSG00000284695	0	0	0	0
ENSG00000284696	0	0	0	0
ENSG00000284697	0	0	1	0
ENSG00000284698	0	1	0	0
ENSG00000284699	0	0	0	0
ENSG00000284700	0	0	0	0
ENSG00000284701	0	0	0	0
ENSG00000284702	0	0	1	0
ENSG00000284703	0	0	0	0
ENSG00000284704	0	0	0	0
ENSG00000284705	1	0	0	1
ENSG00000284706	0	0	0	0
ENSG00000284707	117	126	101	75
ENSG00000284708	0	0	0	0
ENSG00000284709	0	0	0	0
ENSG00000284710	0	0	0	0
ENSG00000284711	0	0	0	0
ENSG00000284713	1	1	2	2
ENSG00000284715	0	0	0	0
ENSG00000284716	0	0	0	0
ENSG00000284717	0	0	0	0
ENSG00000284718	0	0	0	0
ENSG00000284719	6	5	5	1
ENSG00000284720	0	0	0	0
ENSG00000284721	0	0	0	0
ENSG00000284722	0	0	1	0
ENSG00000284723	0	0	0	0
ENSG00000284724	0	0	0	0
ENSG00000284725	0	0	0	0
ENSG00000284726	0	0	0	0
ENSG00000284727	48	61	48	40
ENSG00000284728	1	1	0	0
ENSG00000284730	0	0	0	0
ENSG00000284731	0	0	0	0
ENSG00000284732	0	0	0	0
ENSG00000284733	0	0	0	0
ENSG00000284734	0	0	0	0
ENSG00000284735	0	0	0	0
ENSG00000284736	0	0	0	0
ENSG00000284738	3	3	9	2
ENSG00000284739	0	0	0	0
ENSG00000284740	0	0	3	5
ENSG00000284741	6	0	0	0
ENSG00000284742	0	0	0	0
ENSG00000284743	0	0	0	0
ENSG00000284744	0	0	0	0
ENSG00000284745	0	0	0	0
ENSG00000284746	0	0	0	0
ENSG00000284747	8	22	14	8
ENSG00000284748	0	0	0	0
ENSG00000284753	204	246	259	212
ENSG00000284762	0	0	0	0
ENSG00000284763	0	0	0	0
ENSG00000284770	454	612	623	487
ENSG00000284772	0	0	0	0
ENSG00000284773	21	34	21	24
ENSG00000284776	0	5	0	0
ENSG00000284779	0	0	0	0
ENSG00000284783	0	0	0	0
ENSG00000284788	0	0	0	0
ENSG00000284791	0	0	0	0
ENSG00000284797	3	4	0	3
ENSG00000284800	0	0	0	0
ENSG00000284803	0	0	0	0
ENSG00000284808	0	0	0	0
ENSG00000284809	0	0	0	0
ENSG00000284820	90	58	99	71
ENSG00000284823	0	0	0	0
ENSG00000284824	0	0	0	0
ENSG00000284825	0	0	0	0
ENSG00000284829	0	0	0	0
ENSG00000284830	0	0	0	0
ENSG00000284834	0	0	0	0
ENSG00000284837	1	2	0	0
ENSG00000284839	0	0	0	0
ENSG00000284840	0	0	0	0
ENSG00000284842	4	1	3	0
ENSG00000284844	0	0	0	0
ENSG00000284846	0	0	0	0
ENSG00000284847	0	0	0	0
ENSG00000284848	0	0	0	0
ENSG00000284858	0	0	0	0
ENSG00000284862	4	2	1	5
ENSG00000284867	0	0	0	0
ENSG00000284873	0	0	0	0
ENSG00000284874	23	4	59	10
ENSG00000284876	0	0	0	0
ENSG00000284879	51	78	83	58
ENSG00000284882	0	0	1	1
ENSG00000284883	0	0	0	0
ENSG00000284892	0	0	0	0
ENSG00000284895	0	0	0	0
ENSG00000284902	0	0	0	0
ENSG00000284906	60	69	87	61
ENSG00000284914	0	0	0	0
ENSG00000284917	0	0	4	0
ENSG00000284922	10	5	5	10
ENSG00000284928	0	0	1	0
ENSG00000284930	0	0	0	0
ENSG00000284931	0	3	0	0
ENSG00000284932	0	0	0	0
ENSG00000284934	0	0	0	0
ENSG00000284946	160	135	188	133
ENSG00000284948	13	8	9	4
ENSG00000284951	0	0	0	0
ENSG00000284952	0	0	0	0
ENSG00000284954	5	7	10	5
ENSG00000284956	0	1	0	1
ENSG00000284957	0	0	0	0
ENSG00000284959	0	1	4	0
ENSG00000284962	0	0	0	0
ENSG00000284964	0	0	0	0
ENSG00000284966	0	0	0	1
ENSG00000284968	9	14	18	5
ENSG00000284969	20	13	31	25
ENSG00000284976	307	243	295	240
ENSG00000284977	0	0	0	0
ENSG00000284981	9	9	4	7
ENSG00000284985	0	0	0	0
ENSG00000284986	0	0	0	0
ENSG00000284987	0	0	0	0
ENSG00000284988	0	0	0	0
ENSG00000284989	0	0	0	0
ENSG00000284994	0	0	0	0
ENSG00000284999	0	0	0	0
ENSG00000285000	16	110	84	39
ENSG00000285006	0	0	0	0
ENSG00000285010	0	0	0	0
ENSG00000285012	0	0	0	0
ENSG00000285016	0	0	0	0
ENSG00000285018	1	1	2	4
ENSG00000285020	0	0	0	0
ENSG00000285025	0	0	0	0
ENSG00000285030	0	0	0	0
ENSG00000285035	5	3	3	2
ENSG00000285040	0	0	0	0
ENSG00000285041	1	0	0	0
ENSG00000285042	0	1	0	0
ENSG00000285043	481	927	676	684
ENSG00000285045	0	0	0	0
ENSG00000285051	1	0	0	0
ENSG00000285053	91	108	105	73
ENSG00000285057	0	0	0	0
ENSG00000285062	0	0	0	0
ENSG00000285064	0	0	0	0
ENSG00000285068	0	0	0	0
ENSG00000285076	0	0	0	0
ENSG00000285077	32	31	41	9
ENSG00000285079	0	0	0	0
ENSG00000285080	0	0	0	0
ENSG00000285081	0	0	0	0
ENSG00000285082	0	0	0	0
ENSG00000285085	5	2	0	0
ENSG00000285090	0	0	0	1
ENSG00000285091	1	0	2	0
ENSG00000285094	0	0	0	0
ENSG00000285095	0	0	0	0
ENSG00000285100	0	0	0	0
ENSG00000285102	0	0	0	0
ENSG00000285103	0	0	0	0
ENSG00000285106	35	51	40	61
ENSG00000285108	79	86	80	61
ENSG00000285115	0	0	0	0
ENSG00000285116	0	0	0	0
ENSG00000285117	0	0	0	0
ENSG00000285122	0	0	0	1
ENSG00000285128	5	5	5	7
ENSG00000285130	32	26	15	24
ENSG00000285133	0	0	0	0
ENSG00000285135	0	0	0	0
ENSG00000285142	0	0	0	0
ENSG00000285144	0	0	0	0
ENSG00000285151	0	0	0	0
ENSG00000285155	0	0	0	0
ENSG00000285159	1	4	2	3
ENSG00000285160	13	3	4	4
ENSG00000285162	3	4	0	0
ENSG00000285163	0	0	0	0
ENSG00000285165	0	0	0	0
ENSG00000285169	0	0	0	0
ENSG00000285171	0	0	0	0
ENSG00000285177	0	0	0	0
ENSG00000285179	0	0	0	0
ENSG00000285184	14	18	13	6
ENSG00000285188	17	7	12	15
ENSG00000285190	0	0	0	0
ENSG00000285191	0	0	0	0
ENSG00000285201	0	0	0	1
ENSG00000285204	0	0	0	0
ENSG00000285205	0	0	0	0
ENSG00000285210	0	0	1	4
ENSG00000285212	0	0	0	0
ENSG00000285215	0	0	0	0
ENSG00000285216	0	0	0	0
ENSG00000285218	0	0	0	0
ENSG00000285219	16	17	14	14
ENSG00000285220	0	0	0	0
ENSG00000285228	0	0	0	0
ENSG00000285230	22	39	39	47
ENSG00000285231	0	0	0	0
ENSG00000285237	0	0	0	0
ENSG00000285238	223	388	447	388
ENSG00000285239	0	0	0	0
ENSG00000285244	0	0	0	0
ENSG00000285245	0	0	0	0
ENSG00000285253	12	0	0	10
ENSG00000285254	0	0	0	0
ENSG00000285257	1	3	0	4
ENSG00000285258	136	273	191	229
ENSG00000285268	0	0	0	0
ENSG00000285269	0	0	0	0
ENSG00000285278	4	23	17	15
ENSG00000285280	6	1	4	0
ENSG00000285283	0	0	0	0
ENSG00000285287	0	0	0	0
ENSG00000285292	654	948	814	500
ENSG00000285294	7	2	6	2
ENSG00000285300	0	0	0	0
ENSG00000285303	0	0	0	0
ENSG00000285304	137	78	52	104
ENSG00000285314	0	0	4	0
ENSG00000285323	0	0	0	0
ENSG00000285325	0	0	0	0
ENSG00000285329	0	0	0	0
ENSG00000285330	7	0	0	1
ENSG00000285331	20	20	21	16
ENSG00000285336	0	0	0	0
ENSG00000285338	2	3	9	14
ENSG00000285347	0	0	0	0
ENSG00000285354	0	0	0	0
ENSG00000285361	0	0	0	0
ENSG00000285366	0	0	0	0
ENSG00000285367	0	0	0	0
ENSG00000285370	0	0	0	0
ENSG00000285373	0	0	0	0
ENSG00000285374	0	0	0	0
ENSG00000285382	0	0	0	0
ENSG00000285388	0	0	0	0
ENSG00000285398	0	0	0	0
ENSG00000285399	18	17	20	16
ENSG00000285401	0	0	0	0
ENSG00000285402	0	0	0	0
ENSG00000285404	0	0	0	0
ENSG00000285405	0	0	0	0
ENSG00000285407	0	0	0	0
ENSG00000285409	0	0	0	0
ENSG00000285410	26	41	53	36
ENSG00000285412	0	0	0	0
ENSG00000285413	0	0	0	0
ENSG00000285416	0	0	0	0
ENSG00000285417	0	0	0	0
ENSG00000285420	0	0	0	0
ENSG00000285424	0	0	0	0
ENSG00000285427	4	0	3	3
ENSG00000285437	76	44	59	41
ENSG00000285441	0	0	0	0
ENSG00000285444	0	1	2	3
ENSG00000285445	0	0	0	0
ENSG00000285446	6	0	0	0
ENSG00000285447	0	0	0	0
ENSG00000285448	0	0	1	0
ENSG00000285454	0	0	0	0
ENSG00000285458	0	6	6	1
ENSG00000285462	0	0	0	0
ENSG00000285467	0	2	1	2
ENSG00000285470	0	0	0	0
ENSG00000285471	0	0	0	0
ENSG00000285472	0	0	0	0
ENSG00000285473	0	0	0	0
ENSG00000285476	0	0	0	0
ENSG00000285480	0	0	0	0
ENSG00000285483	0	0	0	0
ENSG00000285486	0	0	0	0
ENSG00000285491	0	0	0	0
ENSG00000285492	4	2	0	1
ENSG00000285498	0	0	0	0
ENSG00000285505	0	0	0	0
ENSG00000285508	17	0	43	0
ENSG00000285509	0	4	3	4
ENSG00000285513	0	0	0	0
ENSG00000285517	181	202	204	173
ENSG00000285518	0	0	0	1
ENSG00000285519	0	0	0	0
ENSG00000285520	0	1	1	0
ENSG00000285521	0	0	0	0
ENSG00000285522	0	0	0	0
ENSG00000285523	0	0	0	0
ENSG00000285524	0	0	0	0
ENSG00000285525	0	0	0	0
ENSG00000285526	0	0	0	0
ENSG00000285527	0	0	0	0
ENSG00000285528	1	0	0	0
ENSG00000285529	0	0	0	0
ENSG00000285530	0	0	0	0
ENSG00000285531	2	9	8	4
ENSG00000285532	0	0	0	0
ENSG00000285533	8	8	11	6
ENSG00000285534	0	0	0	0
ENSG00000285535	0	0	0	0
ENSG00000285536	0	0	0	0
ENSG00000285537	0	0	0	0
ENSG00000285538	0	0	0	0
ENSG00000285539	0	0	0	0
ENSG00000285540	0	0	0	1
ENSG00000285541	0	0	0	0
ENSG00000285542	9	9	14	3
